code_qlib,code_gildata,name,sw_l1
SZ000631,000631.SZ,顺发恒能,公用事业
SZ000632,000632.SZ,ST三木,综合
SZ000633,000633.SZ,合金投资,有色金属
SZ000635,000635.SZ,英力特,基础化工
SZ000636,000636.SZ,风华高科,电子
SZ000637,000637.SZ,茂化实华,石油石化
SZ000639,000639.SZ,ST西王,食品饮料
SZ000650,000650.SZ,仁和药业,医药生物
SZ000651,000651.SZ,格力电器,家用电器
SZ000652,000652.SZ,泰达股份,综合
SZ000655,000655.SZ,金岭矿业,钢铁
SZ000656,000656.SZ,金科股份,房地产
SZ000657,000657.SZ,中钨高新,有色金属
SZ000659,000659.SZ,珠海中富,轻工制造
SZ000661,000661.SZ,长春高新,医药生物
SZ000663,000663.SZ,永安林业,农林牧渔
SZ000665,000665.SZ,湖北广电,传媒
SZ000668,000668.SZ,荣丰控股,房地产
SZ000669,000669.SZ,ST金鸿,公用事业
SZ000670,000670.SZ,盈方微,电子
SZ000672,000672.SZ,上峰材料,建筑材料
SZ000676,000676.SZ,智度股份,传媒
SZ000677,000677.SZ,ST海龙,基础化工
SZ000678,000678.SZ,襄阳轴承,汽车
SZ000679,000679.SZ,大连友谊,商贸零售
SZ000680,000680.SZ,山推股份,机械设备
SZ000681,000681.SZ,视觉中国,传媒
SZ000682,000682.SZ,东方电子,电力设备
SZ000683,000683.SZ,博源化工,基础化工
SZ000685,000685.SZ,中山公用,环保
SZ000686,000686.SZ,东北证券,非银金融
SZ000688,000688.SZ,国城矿业,有色金属
SZ000690,000690.SZ,宝新能源,公用事业
SZ000691,000691.SZ,亚太实业,基础化工
SZ000692,000692.SZ,惠天热电,公用事业
SZ000695,000695.SZ,滨海能源,电力设备
SZ000697,000697.SZ,炼石航空,国防军工
SZ000698,000698.SZ,ST沈化,石油石化
SZ000700,000700.SZ,模塑科技,汽车
SZ000701,000701.SZ,厦门信达,商贸零售
SZ000702,000702.SZ,正虹科技,农林牧渔
SZ000703,000703.SZ,恒逸石化,石油石化
SZ000705,000705.SZ,浙江震元,医药生物
SZ000707,000707.SZ,双环科技,基础化工
SZ000708,000708.SZ,中信特钢,钢铁
SZ000709,000709.SZ,河钢股份,钢铁
SZ000710,000710.SZ,贝瑞基因,医药生物
SZ000711,000711.SZ,京蓝科技,环保
SZ000712,000712.SZ,锦龙股份,非银金融
SZ000713,000713.SZ,国投丰乐,农林牧渔
SZ000715,000715.SZ,中兴商业,商贸零售
SZ000716,000716.SZ,黑芝麻,食品饮料
SZ000717,000717.SZ,中南股份,钢铁
SZ000718,000718.SZ,苏宁环球,房地产
SZ000719,000719.SZ,中原传媒,传媒
SZ000720,000720.SZ,新能泰山,电力设备
SZ000721,000721.SZ,西安饮食,社会服务
SZ000722,000722.SZ,湖南发展,公用事业
SZ000723,000723.SZ,美锦能源,煤炭
SZ000725,000725.SZ,京东方A,电子
SZ000726,000726.SZ,鲁泰A,纺织服饰
SZ000727,000727.SZ,冠捷科技,电子
SZ000728,000728.SZ,国元证券,非银金融
SZ000729,000729.SZ,燕京啤酒,食品饮料
SZ000731,000731.SZ,四川美丰,基础化工
SZ000733,000733.SZ,振华科技,国防军工
SZ000735,000735.SZ,罗牛山,农林牧渔
SZ000736,000736.SZ,中交发展,房地产
SZ000737,000737.SZ,北方铜业,有色金属
SZ000738,000738.SZ,航发控制,国防军工
SZ000739,000739.SZ,普洛药业,医药生物
SZ000750,000750.SZ,国海证券,非银金融
SZ000751,000751.SZ,锌业股份,有色金属
SZ000752,000752.SZ,*ST西发,食品饮料
SZ000753,000753.SZ,漳州发展,综合
SZ000755,000755.SZ,山西高速,交通运输
SZ000756,000756.SZ,新华制药,医药生物
SZ000757,000757.SZ,浩物股份,汽车
SZ000758,000758.SZ,中色股份,有色金属
SZ000759,000759.SZ,中百集团,商贸零售
SZ000761,000761.SZ,本钢板材,钢铁
SZ000762,000762.SZ,西藏矿业,有色金属
SZ000766,000766.SZ,通化金马,医药生物
SZ000767,000767.SZ,晋控电力,公用事业
SZ000768,000768.SZ,中航西飞,国防军工
SZ000776,000776.SZ,广发证券,非银金融
SZ000777,000777.SZ,中核科技,机械设备
SZ000778,000778.SZ,新兴铸管,钢铁
SZ000779,000779.SZ,甘咨询,建筑装饰
SZ000782,000782.SZ,恒申新材,基础化工
SZ000783,000783.SZ,长江证券,非银金融
SZ000785,000785.SZ,居然智家,商贸零售
SZ000786,000786.SZ,北新建材,建筑材料
SZ000788,000788.SZ,北大医药,医药生物
SZ000789,000789.SZ,万年青,建筑材料
SZ000790,000790.SZ,华神科技,医药生物
SZ000791,000791.SZ,甘肃能源,公用事业
SZ000792,000792.SZ,盐湖股份,基础化工
SZ000793,000793.SZ,ST华闻,传媒
SZ000795,000795.SZ,英洛华,有色金属
SZ000796,000796.SZ,凯撒旅业,社会服务
SZ000797,000797.SZ,中国武夷,房地产
SZ000798,000798.SZ,中水渔业,农林牧渔
SZ000799,000799.SZ,酒鬼酒,食品饮料
SZ000800,000800.SZ,一汽解放,汽车
SZ000801,000801.SZ,四川九洲,家用电器
SZ000802,000802.SZ,北京文化,传媒
SZ000803,000803.SZ,山高环能,环保
SZ000807,000807.SZ,云铝股份,有色金属
SZ000809,000809.SZ,和展能源,电力设备
SZ000810,000810.SZ,创维数字,家用电器
SZ000811,000811.SZ,冰轮环境,机械设备
SZ000812,000812.SZ,陕西金叶,轻工制造
SZ000813,000813.SZ,德展健康,医药生物
SZ000815,000815.SZ,美利云,计算机
SZ000816,000816.SZ,智慧农业,汽车
SZ000818,000818.SZ,航锦科技,基础化工
SZ000819,000819.SZ,岳阳兴长,石油石化
SZ000820,000820.SZ,神雾节能,环保
SZ000821,000821.SZ,ST京机,电力设备
SZ000822,000822.SZ,山东海化,基础化工
SZ000823,000823.SZ,超声电子,电子
SZ000825,000825.SZ,太钢不锈,钢铁
SZ000826,000826.SZ,*ST启环,环保
SZ000828,000828.SZ,东莞控股,交通运输
SZ000829,000829.SZ,天音控股,商贸零售
SZ000830,000830.SZ,鲁西化工,基础化工
SZ000831,000831.SZ,中国稀土,有色金属
SZ000833,000833.SZ,粤桂股份,综合
SZ000837,000837.SZ,秦川机床,机械设备
SZ000838,000838.SZ,*ST发展,房地产
SZ000839,000839.SZ,国安股份,通信
SZ000848,000848.SZ,承德露露,食品饮料
SZ000850,000850.SZ,华茂股份,纺织服饰
SZ000852,000852.SZ,石化机械,机械设备
SZ000856,000856.SZ,冀东装备,机械设备
SZ000858,000858.SZ,五粮液,食品饮料
SZ000859,000859.SZ,国风新材,基础化工
SZ000860,000860.SZ,顺鑫农业,食品饮料
SZ000862,000862.SZ,银星能源,公用事业
SZ000863,000863.SZ,三湘印象,房地产
SZ000868,000868.SZ,安凯客车,汽车
SZ000869,000869.SZ,张裕A,食品饮料
SZ000875,000875.SZ,电投绿能,公用事业
SZ000876,000876.SZ,新希望,农林牧渔
SZ000877,000877.SZ,天山股份,建筑材料
SZ000878,000878.SZ,云南铜业,有色金属
SZ000880,000880.SZ,潍柴重机,机械设备
SZ000881,000881.SZ,中广核技,基础化工
SZ000882,000882.SZ,华联股份,商贸零售
SZ000883,000883.SZ,湖北能源,公用事业
SZ000885,000885.SZ,城发环境,环保
SZ000886,000886.SZ,海南高速,交通运输
SZ000887,000887.SZ,中鼎股份,汽车
SZ000888,000888.SZ,峨眉山A,社会服务
SZ000889,000889.SZ,中嘉博创,通信
SZ000890,000890.SZ,法尔胜,环保
SZ000892,000892.SZ,欢瑞世纪,传媒
SZ000893,000893.SZ,亚钾国际,基础化工
SZ000895,000895.SZ,双汇发展,食品饮料
SZ000897,000897.SZ,津滨发展,房地产
SZ000898,000898.SZ,鞍钢股份,钢铁
SZ000899,000899.SZ,赣能股份,公用事业
SZ000900,000900.SZ,现代投资,交通运输
SZ000901,000901.SZ,航天科技,汽车
SZ000902,000902.SZ,新洋丰,基础化工
SZ000903,000903.SZ,ST云动,汽车
SZ000905,000905.SZ,厦门港务,交通运输
SZ000906,000906.SZ,浙商中拓,交通运输
SZ000908,000908.SZ,石药景峰,医药生物
SZ000909,000909.SZ,*ST数源,房地产
SZ000910,000910.SZ,大亚圣象,轻工制造
SZ000911,000911.SZ,*ST广糖,农林牧渔
SZ000912,000912.SZ,泸天化,基础化工
SZ000913,000913.SZ,钱江摩托,汽车
SZ000915,000915.SZ,华特达因,医药生物
SZ000917,000917.SZ,电广传媒,传媒
SZ000919,000919.SZ,金陵药业,医药生物
SZ000920,000920.SZ,沃顿科技,基础化工
SZ000921,000921.SZ,海信家电,家用电器
SZ000922,000922.SZ,佳电股份,电力设备
SZ000923,000923.SZ,河钢资源,钢铁
SZ000925,000925.SZ,众合科技,机械设备
SZ000926,000926.SZ,福星股份,房地产
SZ000927,000927.SZ,中国铁物,机械设备
SZ000928,000928.SZ,中钢国际,建筑装饰
SZ000929,000929.SZ,兰州黄河,食品饮料
SZ000930,000930.SZ,中粮科技,农林牧渔
SZ000931,000931.SZ,中关村,医药生物
SZ000932,000932.SZ,华菱钢铁,钢铁
SZ000933,000933.SZ,神火股份,有色金属
SZ000935,000935.SZ,四川双马,非银金融
SZ000936,000936.SZ,华西股份,基础化工
SZ000937,000937.SZ,冀中能源,煤炭
SZ000938,000938.SZ,紫光股份,计算机
SZ000948,000948.SZ,南天信息,计算机
SZ000949,000949.SZ,新乡化纤,基础化工
SZ000950,000950.SZ,重药控股,医药生物
SZ000951,000951.SZ,中国重汽,汽车
SZ000952,000952.SZ,广济药业,医药生物
SZ000953,000953.SZ,中哲精化,医药生物
SZ000955,000955.SZ,欣龙控股,纺织服饰
SZ000957,000957.SZ,中通客车,汽车
SZ000958,000958.SZ,电投产融,公用事业
SZ000959,000959.SZ,首钢股份,钢铁
SZ000960,000960.SZ,锡业股份,有色金属
SZ000962,000962.SZ,东方钽业,有色金属
SZ000963,000963.SZ,华东医药,医药生物
SZ000965,000965.SZ,天保基建,房地产
SZ000966,000966.SZ,长源电力,公用事业
SZ000967,000967.SZ,盈峰环境,环保
SZ000968,000968.SZ,蓝焰控股,石油石化
SZ000969,000969.SZ,安泰科技,有色金属
SZ000970,000970.SZ,中科三环,有色金属
SZ000972,000972.SZ,中基健康,农林牧渔
SZ000973,000973.SZ,佛塑科技,基础化工
SZ000975,000975.SZ,山金国际,有色金属
SZ000977,000977.SZ,浪潮信息,计算机
SZ000978,000978.SZ,桂林旅游,社会服务
SZ000980,000980.SZ,众泰汽车,汽车
SZ000981,000981.SZ,山子高科,汽车
SZ000983,000983.SZ,山西焦煤,煤炭
SZ000985,000985.SZ,大庆华科,石油石化
SZ000987,000987.SZ,越秀资本,非银金融
SZ000988,000988.SZ,华工科技,机械设备
SZ000989,000989.SZ,九芝堂,医药生物
SZ000990,000990.SZ,诚志股份,基础化工
SZ000993,000993.SZ,闽东电力,公用事业
SZ000995,000995.SZ,皇台酒业,食品饮料
SZ000997,000997.SZ,新大陆,计算机
SZ000998,000998.SZ,隆平高科,农林牧渔
SZ000999,000999.SZ,华润三九,医药生物
SZ001201,001201.SZ,东瑞股份,农林牧渔
SZ001202,001202.SZ,炬申股份,交通运输
SZ001203,001203.SZ,大中矿业,钢铁
SZ001205,001205.SZ,盛航股份,交通运输
SZ001206,001206.SZ,依依股份,美容护理
SZ001207,001207.SZ,联科科技,基础化工
SZ001208,001208.SZ,华菱线缆,电力设备
SZ001209,001209.SZ,洪兴股份,纺织服饰
SZ001210,001210.SZ,金房能源,公用事业
SZ001211,001211.SZ,双枪科技,轻工制造
SZ001212,001212.SZ,中旗新材,建筑材料
SZ001213,001213.SZ,中铁特货,交通运输
SZ001215,001215.SZ,千味央厨,食品饮料
SZ001216,001216.SZ,华瓷股份,轻工制造
SZ001217,001217.SZ,华尔泰,基础化工
SZ001218,001218.SZ,丽臣实业,基础化工
SZ001219,001219.SZ,青岛食品,食品饮料
SZ001220,001220.SZ,世盟股份,交通运输
SZ001221,001221.SZ,悍高集团,轻工制造
SZ001222,001222.SZ,源飞宠物,轻工制造
SZ001223,001223.SZ,欧克科技,机械设备
SZ001225,001225.SZ,和泰机电,机械设备
SZ001226,001226.SZ,拓山重工,机械设备
SZ001227,001227.SZ,兰州银行,银行
SZ001228,001228.SZ,永泰运,交通运输
SZ001229,001229.SZ,魅视科技,计算机
SZ001230,001230.SZ,劲旅环境,环保
SZ001231,001231.SZ,农心科技,基础化工
SZ001232,001232.SZ,嘉立创,电子
SZ001233,001233.SZ,海安集团,汽车
SZ001234,001234.SZ,泰慕士,纺织服饰
SZ001236,001236.SZ,弘业期货,非银金融
SZ001237,001237.SZ,惠康科技,机械设备
SZ001238,001238.SZ,浙江正特,轻工制造
SZ001239,001239.SZ,永达股份,机械设备
SZ001248,001248.SZ,华润新能源,公用事业
SZ001255,001255.SZ,博菲电气,基础化工
SZ001256,001256.SZ,炜冈科技,机械设备
SZ001257,001257.SZ,盛龙股份,有色金属
SZ001258,001258.SZ,立新能源,公用事业
SZ001259,001259.SZ,利仁科技,家用电器
SZ001260,001260.SZ,坤泰股份,汽车
SZ001266,001266.SZ,宏英智能,机械设备
SZ001267,001267.SZ,汇绿生态,通信
SZ001268,001268.SZ,联合精密,家用电器
SZ001269,001269.SZ,欧晶科技,电力设备
SZ001270,001270.SZ,铖昌科技,国防军工
SZ001277,001277.SZ,速达股份,机械设备
SZ001278,001278.SZ,一彬科技,汽车
SZ001279,001279.SZ,强邦新材,轻工制造
SZ001280,001280.SZ,中国铀业,有色金属
SZ001282,001282.SZ,三联锻造,汽车
SZ001283,001283.SZ,豪鹏科技,电力设备
SZ001285,001285.SZ,瑞立科密,汽车
SZ001286,001286.SZ,陕西能源,公用事业
SZ001287,001287.SZ,中电港,电子
SZ001288,001288.SZ,运机集团,机械设备
SZ001289,001289.SZ,龙源电力,公用事业
SZ001296,001296.SZ,长江材料,基础化工
SZ001298,001298.SZ,好上好,电子
SZ001299,001299.SZ,美能能源,公用事业
SZ001300,001300.SZ,三柏硕,轻工制造
SZ001301,001301.SZ,尚太科技,电力设备
SZ001306,001306.SZ,夏厦精密,机械设备
SZ001308,001308.SZ,康冠科技,电子
SZ001309,001309.SZ,德明利,电子
SZ001311,001311.SZ,多利科技,汽车
SZ001312,001312.SZ,福恩股份,纺织服饰
SZ001313,001313.SZ,粤海饲料,农林牧渔
SZ001314,001314.SZ,亿道信息,电子
SZ001316,001316.SZ,润贝航科,石油石化
SZ001317,001317.SZ,三羊马,交通运输
SZ001318,001318.SZ,阳光乳业,食品饮料
SZ001319,001319.SZ,铭科精技,汽车
SZ001322,001322.SZ,箭牌家居,轻工制造
SZ001323,001323.SZ,慕思股份,轻工制造
SZ001324,001324.SZ,长青科技,机械设备
SZ001325,001325.SZ,元创股份,基础化工
SZ001326,001326.SZ,联域股份,家用电器
SZ001328,001328.SZ,登康口腔,美容护理
SZ001330,001330.SZ,博纳影业,传媒
SZ001331,001331.SZ,胜通能源,公用事业
SZ001332,001332.SZ,锡装股份,机械设备
SZ001333,001333.SZ,光华股份,基础化工
SZ001335,001335.SZ,信凯科技,基础化工
SZ001336,001336.SZ,楚环科技,环保
SZ001337,001337.SZ,四川黄金,有色金属
SZ001338,001338.SZ,永顺泰,农林牧渔
SZ001339,001339.SZ,智微智能,计算机
SZ001356,001356.SZ,富岭股份,轻工制造
SZ001358,001358.SZ,兴欣新材,基础化工
SZ001359,001359.SZ,平安电工,基础化工
SZ001360,001360.SZ,南矿集团,机械设备
SZ001365,001365.SZ,天海电子,汽车
SZ001366,001366.SZ,播恩集团,农林牧渔
SZ001367,001367.SZ,海森药业,医药生物
SZ001368,001368.SZ,通达创智,轻工制造
SZ001369,001369.SZ,双欣材料,基础化工
SZ001373,001373.SZ,翔腾新材,电子
SZ001376,001376.SZ,百通能源,公用事业
SZ001378,001378.SZ,德冠新材,基础化工
SZ001379,001379.SZ,腾达科技,机械设备
SZ001380,001380.SZ,华纬科技,汽车
SZ001382,001382.SZ,新亚电缆,电力设备
SZ001386,001386.SZ,马可波罗,轻工制造
SZ001387,001387.SZ,雪祺电气,家用电器
SZ001388,001388.SZ,信通电子,电力设备
SZ001389,001389.SZ,广合科技,电子
SZ001390,001390.SZ,古麒绒材,纺织服饰
SZ001391,001391.SZ,国货航,交通运输
SZ001393,001393.SZ,维通利,电力设备
SZ001395,001395.SZ,亚联机械,机械设备
SZ001396,001396.SZ,誉帆科技,建筑装饰
SZ001399,001399.SZ,惠科股份,电子
SZ001400,001400.SZ,江顺科技,机械设备
SZ001696,001696.SZ,宗申动力,机械设备
SZ001872,001872.SZ,招商港口,交通运输
SZ001896,001896.SZ,豫能控股,公用事业
SZ001914,001914.SZ,招商积余,房地产
SZ001965,001965.SZ,招商公路,交通运输
SZ001979,001979.SZ,招商蛇口,房地产
SZ002001,002001.SZ,新和成,基础化工
SZ002003,002003.SZ,伟星股份,纺织服饰
SZ002004,002004.SZ,华邦健康,医药生物
SZ002005,002005.SZ,德豪润达,家用电器
SZ002006,002006.SZ,精工科技,机械设备
SZ002007,002007.SZ,华兰生物,医药生物
SZ002008,002008.SZ,大族激光,机械设备
SZ002009,002009.SZ,天奇股份,机械设备
SZ002010,002010.SZ,传化智联,交通运输
SZ002011,002011.SZ,盾安环境,家用电器
SZ002012,002012.SZ,凯恩股份,轻工制造
SZ002014,002014.SZ,永新股份,轻工制造
SZ002015,002015.SZ,协鑫能科,公用事业
SZ002016,002016.SZ,世荣兆业,房地产
SZ002017,002017.SZ,东信和平,通信
SZ002019,002019.SZ,亿帆医药,医药生物
SZ002020,002020.SZ,京新药业,医药生物
SZ002021,002021.SZ,中捷资源,机械设备
SZ002022,002022.SZ,科华生物,医药生物
SZ002023,002023.SZ,海特高新,国防军工
SZ002024,002024.SZ,ST易购,商贸零售
SZ002025,002025.SZ,航天电器,国防军工
SZ002026,002026.SZ,山东威达,机械设备
SZ002027,002027.SZ,分众传媒,传媒
SZ002028,002028.SZ,思源电气,电力设备
SZ002029,002029.SZ,七匹狼,纺织服饰
SZ002030,002030.SZ,达安基因,医药生物
SZ002031,002031.SZ,巨轮智能,机械设备
SZ002032,002032.SZ,苏泊尔,家用电器
SZ002033,002033.SZ,丽江股份,社会服务
SZ002034,002034.SZ,旺能环境,环保
SZ002035,002035.SZ,华帝股份,家用电器
SZ002036,002036.SZ,联创电子,电子
SZ002037,002037.SZ,保利联合,基础化工
SZ002038,002038.SZ,双鹭药业,医药生物
SZ002039,002039.SZ,黔源电力,公用事业
SZ002040,002040.SZ,南京港,交通运输
SZ002041,002041.SZ,登海种业,农林牧渔
SZ002042,002042.SZ,华孚时尚,纺织服饰
SZ002043,002043.SZ,兔宝宝,建筑材料
SZ002044,002044.SZ,美年健康,医药生物
SZ002045,002045.SZ,国光电器,电子
SZ002046,002046.SZ,国机精工,机械设备
SZ002047,002047.SZ,宝鹰股份,建筑装饰
SZ002048,002048.SZ,宁波华翔,汽车
SZ002049,002049.SZ,紫光国微,电子
SZ002050,002050.SZ,三花智控,家用电器
SZ002051,002051.SZ,中工国际,建筑装饰
SZ002052,002052.SZ,同洲电子,电力设备
SZ002053,002053.SZ,云南能投,公用事业
SZ002054,002054.SZ,德美化工,基础化工
SZ002055,002055.SZ,ST得润,电子
SZ002056,002056.SZ,横店东磁,电力设备
SZ002057,002057.SZ,中钢天源,社会服务
SZ002058,002058.SZ,紫竹高科,电力设备
SZ002059,002059.SZ,云南旅游,社会服务
SZ002060,002060.SZ,广东建工,建筑装饰
SZ002061,002061.SZ,浙江交科,建筑装饰
SZ002062,002062.SZ,宏润建设,建筑装饰
SZ002063,002063.SZ,远光软件,计算机
SZ002064,002064.SZ,华峰化学,基础化工
SZ002065,002065.SZ,东华软件,计算机
SZ002066,002066.SZ,瑞泰科技,建筑材料
SZ002067,002067.SZ,景兴纸业,轻工制造
SZ002068,002068.SZ,黑猫股份,基础化工
SZ002069,002069.SZ,獐子岛,农林牧渔
SZ002072,002072.SZ,凯瑞德,商贸零售
SZ002073,002073.SZ,软控股份,机械设备
SZ002074,002074.SZ,国轩高科,电力设备
SZ002075,002075.SZ,沙钢股份,钢铁
SZ002076,002076.SZ,星光股份,家用电器
SZ002077,002077.SZ,大港股份,电子
SZ002078,002078.SZ,太阳纸业,轻工制造
SZ002079,002079.SZ,苏州固锝,电力设备
SZ002080,002080.SZ,中材科技,建筑材料
SZ002081,002081.SZ,金螳螂,建筑装饰
SZ002082,002082.SZ,ST万邦,医药生物
SZ002083,002083.SZ,孚日股份,纺织服饰
SZ002084,002084.SZ,海鸥住工,轻工制造
SZ002085,002085.SZ,万丰奥威,汽车
SZ002086,002086.SZ,东方海洋,农林牧渔
SZ002088,002088.SZ,鲁阳节能,建筑材料
SZ002090,002090.SZ,金智科技,电力设备
SZ002091,002091.SZ,江苏国泰,商贸零售
SZ002092,002092.SZ,中泰化学,基础化工
SZ002093,002093.SZ,国脉科技,社会服务
SZ002094,002094.SZ,青岛金王,美容护理
SZ002095,002095.SZ,生意宝,传媒
SZ002096,002096.SZ,易普力,基础化工
SZ002097,002097.SZ,山河智能,机械设备
SZ002098,002098.SZ,浔兴股份,纺织服饰
SZ002099,002099.SZ,海翔药业,医药生物
SZ002100,002100.SZ,天康生物,农林牧渔
SZ002101,002101.SZ,广东鸿图,汽车
SZ002102,002102.SZ,ST能特,医药生物
SZ002103,002103.SZ,广博股份,轻工制造
SZ002104,002104.SZ,恒宝股份,通信
SZ002105,002105.SZ,信隆健康,汽车
SZ002106,002106.SZ,莱宝高科,电子
SZ002107,002107.SZ,沃华医药,医药生物
SZ002108,002108.SZ,沧州明珠,基础化工
SZ002109,002109.SZ,ST兴化,基础化工
SZ002110,002110.SZ,三钢闽光,钢铁
SZ002111,002111.SZ,威海广泰,国防军工
SZ002112,002112.SZ,三变科技,电力设备
SZ002114,002114.SZ,罗平锌电,有色金属
SZ002115,002115.SZ,三维通信,通信
SZ002116,002116.SZ,中国海诚,建筑装饰
SZ002117,002117.SZ,东港股份,轻工制造
SZ002119,002119.SZ,康强电子,电子
SZ002120,002120.SZ,韵达股份,交通运输
SZ002121,002121.SZ,科陆电子,电力设备
SZ002122,002122.SZ,ST汇洲,机械设备
SZ002123,002123.SZ,梦网科技,通信
SZ002124,002124.SZ,天邦食品,农林牧渔
SZ002125,002125.SZ,湘潭电化,电力设备
SZ002126,002126.SZ,银轮股份,汽车
SZ002127,002127.SZ,南极电商,商贸零售
SZ002128,002128.SZ,电投能源,煤炭
SZ002129,002129.SZ,TCL中环,电力设备
SZ002130,002130.SZ,沃尔核材,电子
SZ002131,002131.SZ,利欧股份,机械设备
SZ002132,002132.SZ,恒星科技,机械设备
SZ002133,002133.SZ,广宇集团,房地产
SZ002134,002134.SZ,天津普林,电子
SZ002135,002135.SZ,东南网架,建筑装饰
SZ002136,002136.SZ,安纳达,基础化工
SZ002137,002137.SZ,实益达,电子
SZ002138,002138.SZ,顺络电子,电子
SZ002139,002139.SZ,拓邦股份,电子
SZ002140,002140.SZ,东华科技,建筑装饰
SZ002141,002141.SZ,贤丰控股,电子
SZ002142,002142.SZ,宁波银行,银行
SZ002144,002144.SZ,宏达高科,纺织服饰
SZ002145,002145.SZ,钛能化学,基础化工
SZ002146,002146.SZ,荣盛发展,房地产
SZ002148,002148.SZ,北纬科技,通信
SZ002149,002149.SZ,西部材料,有色金属
SZ002150,002150.SZ,正泰电源,电力设备
SZ002151,002151.SZ,北斗星通,国防军工
SZ002152,002152.SZ,广电运通,计算机
SZ002153,002153.SZ,石基信息,计算机
SZ002154,002154.SZ,报喜鸟,纺织服饰
SZ002155,002155.SZ,湖南黄金,有色金属
SZ002156,002156.SZ,通富微电,电子
SZ002157,002157.SZ,正邦科技,农林牧渔
SZ002158,002158.SZ,汉钟精机,机械设备
SZ002159,002159.SZ,三特索道,社会服务
SZ002160,002160.SZ,常铝股份,有色金属
SZ002161,002161.SZ,远望谷,电子
SZ002162,002162.SZ,悦心健康,轻工制造
SZ002163,002163.SZ,海南发展,建筑装饰
SZ002164,002164.SZ,宁波东力,机械设备
SZ002165,002165.SZ,红宝丽,基础化工
SZ002166,002166.SZ,莱茵生物,基础化工
SZ002167,002167.SZ,东方锆业,有色金属
SZ002168,002168.SZ,ST惠程,电力设备
SZ002169,002169.SZ,智光电气,电力设备
SZ002170,002170.SZ,芭田股份,基础化工
SZ002171,002171.SZ,楚江新材,有色金属
SZ002172,002172.SZ,澳洋健康,医药生物
SZ002173,002173.SZ,创新医疗,医药生物
SZ002174,002174.SZ,游族网络,传媒
SZ002175,002175.SZ,*ST东智,机械设备
SZ002176,002176.SZ,江特电机,电力设备
SZ002177,002177.SZ,御银股份,商贸零售
SZ002178,002178.SZ,延华智能,计算机
SZ002179,002179.SZ,中航光电,国防军工
SZ002180,002180.SZ,奔图科技,计算机
SZ002182,002182.SZ,宝武镁业,有色金属
SZ002183,002183.SZ,怡亚通,商贸零售
SZ002184,002184.SZ,海得控制,机械设备
SZ002185,002185.SZ,华天科技,电子
SZ002186,002186.SZ,全聚德,社会服务
SZ002187,002187.SZ,广百股份,商贸零售
SZ002188,002188.SZ,中天服务,房地产
SZ002189,002189.SZ,中光学,国防军工
SZ002190,002190.SZ,成飞集成,汽车
SZ002191,002191.SZ,劲嘉股份,轻工制造
SZ002192,002192.SZ,融捷股份,有色金属
SZ002193,002193.SZ,ST如意,纺织服饰
SZ002194,002194.SZ,武汉凡谷,通信
SZ002195,002195.SZ,岩山科技,计算机
SZ002196,002196.SZ,方正电机,电力设备
SZ002197,002197.SZ,证通电子,计算机
SZ002198,002198.SZ,ST嘉应,医药生物
SZ002199,002199.SZ,东晶电子,电子
SZ002200,002200.SZ,交投生态,建筑装饰
SZ002201,002201.SZ,九鼎新材,建筑材料
SZ002202,002202.SZ,金风科技,电力设备
SZ002203,002203.SZ,海亮股份,有色金属
SZ002204,002204.SZ,大连重工,机械设备
SZ002205,002205.SZ,国统股份,建筑材料
SZ002206,002206.SZ,海利得,基础化工
SZ002207,002207.SZ,*ST准油,石油石化
SZ002208,002208.SZ,合肥城建,房地产
SZ002209,002209.SZ,达意隆,机械设备
SZ002210,002210.SZ,飞马国际,环保
SZ002211,002211.SZ,ST宏达,基础化工
SZ002212,002212.SZ,天融信,计算机
SZ002213,002213.SZ,大为股份,电子
SZ002214,002214.SZ,大立科技,国防军工
SZ002215,002215.SZ,诺普信,农林牧渔
SZ002216,002216.SZ,三全食品,食品饮料
SZ002217,002217.SZ,ST合力泰,电子
SZ002218,002218.SZ,拓日新能,公用事业
SZ002219,002219.SZ,新里程,医药生物
SZ002221,002221.SZ,东华能源,石油石化
SZ002222,002222.SZ,福晶科技,电子
SZ002223,002223.SZ,鱼跃医疗,医药生物
SZ002224,002224.SZ,三力士,基础化工
SZ002225,002225.SZ,濮耐股份,建筑材料
SZ002226,002226.SZ,江南化工,基础化工
SZ002227,002227.SZ,*ST特迅,电力设备
SZ002228,002228.SZ,合兴包装,轻工制造
SZ002229,002229.SZ,鸿博股份,计算机
SZ002230,002230.SZ,科大讯飞,计算机
SZ002232,002232.SZ,启明信息,计算机
SZ002233,002233.SZ,塔牌集团,建筑材料
SZ002234,002234.SZ,民和股份,农林牧渔
SZ002235,002235.SZ,安妮股份,轻工制造
SZ002236,002236.SZ,大华股份,计算机
SZ002237,002237.SZ,恒邦股份,有色金属
SZ002238,002238.SZ,天威视讯,传媒
SZ002239,002239.SZ,奥特佳,汽车
SZ002240,002240.SZ,盛新锂能,有色金属
SZ002241,002241.SZ,歌尔股份,电子
SZ002242,002242.SZ,九阳股份,家用电器
SZ002243,002243.SZ,力合科创,社会服务
SZ002244,002244.SZ,滨江集团,房地产
SZ002245,002245.SZ,蔚蓝锂芯,电力设备
SZ002246,002246.SZ,北化股份,基础化工
SZ002247,002247.SZ,聚力文化,建筑材料
SZ002248,002248.SZ,华东数控,机械设备
