code_gildata,name,wind_sw_l1
600350.SH,山东高速,交通运输
600351.SH,亚宝药业,医药生物
600352.SH,浙江龙盛,基础化工
600353.SH,旭光电子,电子
600354.SH,敦煌种业,农林牧渔
600355.SH,*ST精伦(退市),通信
600356.SH,恒丰纸业,轻工制造
600358.SH,国旅联合,传媒
600359.SH,新农开发,农林牧渔
600360.SH,华微电子,电子
600361.SH,创新新材,有色金属
600362.SH,江西铜业,有色金属
600363.SH,联创光电,电子
600365.SH,ST通葡,商贸零售
600366.SH,宁波韵升,有色金属
600367.SH,红星发展,基础化工
600368.SH,五洲交通,交通运输
600369.SH,西南证券,非银金融
600370.SH,*ST三房,基础化工
600371.SH,万向德农,农林牧渔
600372.SH,中航机载,国防军工
600373.SH,中文传媒,传媒
600375.SH,汉马科技,汽车
600376.SH,首开股份,房地产
600377.SH,宁沪高速,交通运输
600378.SH,昊华科技,基础化工
600379.SH,宝光股份,电力设备
600380.SH,健康元,医药生物
600381.SH,*ST春天,食品饮料
600382.SH,广东明珠,钢铁
600383.SH,金地集团,房地产
600386.SH,北巴传媒,汽车
600388.SH,紫金龙净,环保
600389.SH,江山股份,基础化工
600390.SH,五矿资本,非银金融
600391.SH,航发科技,国防军工
600392.SH,盛和资源,有色金属
600395.SH,盘江股份,煤炭
600396.SH,华电辽能,公用事业
600397.SH,江钨装备,机械设备
600398.SH,海澜之家,纺织服饰
600399.SH,抚顺特钢,钢铁
600400.SH,红豆股份,纺织服饰
600403.SH,大有能源,煤炭
600405.SH,动力源,电力设备
600406.SH,国电南瑞,电力设备
600408.SH,安泰集团,煤炭
600409.SH,三友化工,基础化工
600410.SH,华胜天成,计算机
600415.SH,小商品城,商贸零售
600416.SH,湘电股份,电力设备
600418.SH,江淮汽车,汽车
600419.SH,天润乳业,食品饮料
600420.SH,国药现代,医药生物
600421.SH,退市华嵘(退市),机械设备
600422.SH,昆药集团,医药生物
600423.SH,*ST柳化,基础化工
600425.SH,青松建化,建筑材料
600426.SH,华鲁恒升,基础化工
600428.SH,中远海特,交通运输
600429.SH,三元股份,食品饮料
600433.SH,冠豪高新,轻工制造
600435.SH,北方导航,国防军工
600436.SH,片仔癀,医药生物
600438.SH,通威股份,电力设备
600439.SH,ST瑞贝卡,纺织服饰
600444.SH,国机通用,机械设备
600446.SH,金证股份,计算机
600448.SH,华纺股份,纺织服饰
600449.SH,宁夏建材,建筑材料
600452.SH,涪陵电力,公用事业
600455.SH,博通股份,计算机
600456.SH,宝钛股份,有色金属
600458.SH,时代新材,综合
600459.SH,贵研铂业,有色金属
600460.SH,士兰微,电子
600461.SH,洪城环境,环保
600463.SH,空港股份,房地产
600467.SH,好当家,农林牧渔
600468.SH,百利电气,电力设备
600469.SH,风神股份,汽车
600470.SH,六国化工,基础化工
600475.SH,华光环能,公用事业
600476.SH,*ST湘邮,计算机
600477.SH,杭萧钢构,建筑装饰
600478.SH,科力远,电力设备
600479.SH,千金药业,医药生物
600480.SH,凌云股份,汽车
600481.SH,双良节能,电力设备
600482.SH,中国动力,电力设备
600483.SH,福能股份,公用事业
600486.SH,扬农化工,基础化工
600487.SH,亨通光电,通信
600488.SH,津药药业,医药生物
600489.SH,中金黄金,有色金属
600490.SH,鹏欣资源,有色金属
600491.SH,ST龙元,建筑装饰
600493.SH,凤竹纺织,纺织服饰
600495.SH,晋西车轴,机械设备
600496.SH,精工钢构,建筑装饰
600497.SH,驰宏锌锗,有色金属
600498.SH,烽火通信,通信
600499.SH,科达制造,机械设备
600500.SH,中化国际,基础化工
600501.SH,航天晨光,机械设备
600502.SH,安徽建工,建筑装饰
600503.SH,华丽家族,房地产
600505.SH,西昌电力,公用事业
600506.SH,统一股份,石油石化
600507.SH,方大特钢,钢铁
600508.SH,上海能源,煤炭
600509.SH,天富能源,公用事业
600510.SH,黑牡丹,房地产
600511.SH,国药股份,医药生物
600512.SH,腾达建设,建筑装饰
600513.SH,联环药业,医药生物
600515.SH,海南机场,房地产
600516.SH,方大炭素,钢铁
600517.SH,国网英大,非银金融
600518.SH,康美药业,医药生物
600519.SH,贵州茅台,食品饮料
600520.SH,三佳科技,机械设备
600521.SH,华海药业,医药生物
600522.SH,中天科技,通信
600523.SH,贵航股份,汽车
600525.SH,长园集团,电力设备
600526.SH,菲达环保,环保
600527.SH,江南高纤,纺织服饰
600528.SH,中铁工业,机械设备
600529.SH,山东药玻,医药生物
600530.SH,ST交昂,食品饮料
600531.SH,豫光金铅,有色金属
600533.SH,栖霞建设,房地产
600535.SH,天士力,医药生物
600536.SH,中国软件,计算机
600537.SH,*ST亿晶,电力设备
600538.SH,国发股份,医药生物
600539.SH,狮头股份,商贸零售
600540.SH,新赛股份,农林牧渔
600543.SH,*ST莫高,食品饮料
600545.SH,卓郎智能,机械设备
600546.SH,山煤国际,煤炭
600547.SH,山东黄金,有色金属
600548.SH,深高速,交通运输
600549.SH,厦门钨业,有色金属
600550.SH,保变电气,电力设备
600551.SH,时代出版,传媒
600552.SH,凯盛科技,电子
600556.SH,天下秀,传媒
600557.SH,康缘药业,医药生物
600558.SH,大西洋,机械设备
600559.SH,老白干酒,食品饮料
600560.SH,金自天正,机械设备
600561.SH,江西长运,交通运输
600562.SH,国睿科技,国防军工
600563.SH,法拉电子,电子
600566.SH,济川药业,医药生物
600567.SH,山鹰国际,轻工制造
600568.SH,ST中珠,医药生物
600569.SH,安阳钢铁,钢铁
600570.SH,恒生电子,计算机
600571.SH,信雅达,计算机
600572.SH,康恩贝,医药生物
600573.SH,惠泉啤酒,食品饮料
600575.SH,淮河能源,公用事业
600576.SH,祥源文旅,社会服务
600577.SH,精达股份,电力设备
600578.SH,京能电力,公用事业
600579.SH,中化装备,机械设备
600580.SH,卧龙电驱,电力设备
600581.SH,*ST八钢,钢铁
600582.SH,天地科技,机械设备
600583.SH,海油工程,石油石化
600584.SH,长电科技,电子
600585.SH,海螺水泥,建筑材料
600586.SH,金晶科技,建筑材料
600587.SH,新华医疗,医药生物
600588.SH,用友网络,计算机
600589.SH,大位科技,计算机
600590.SH,泰豪科技,电力设备
600592.SH,龙溪股份,机械设备
600593.SH,大连圣亚,社会服务
600594.SH,益佰制药,医药生物
600595.SH,中孚实业,有色金属
600596.SH,新安股份,基础化工
600597.SH,光明乳业,食品饮料
600598.SH,北大荒,农林牧渔
600599.SH,退市熊猫(退市),非银金融
600600.SH,青岛啤酒,食品饮料
600601.SH,方正科技,电子
600602.SH,云赛智联,计算机
600603.SH,广汇物流,交通运输
600604.SH,市北高新,房地产
600605.SH,汇通能源,商贸零售
600606.SH,绿地控股,房地产
600608.SH,退市沪科(退市),商贸零售
600609.SH,金杯汽车,汽车
600610.SH,中毅达,基础化工
600611.SH,大众交通,交通运输
600612.SH,老凤祥,纺织服饰
600613.SH,神奇制药,医药生物
600615.SH,鑫源智造,有色金属
600616.SH,金枫酒业,食品饮料
600617.SH,国新能源,公用事业
600618.SH,氯碱化工,基础化工
600619.SH,海立股份,家用电器
600620.SH,天宸股份,综合
600621.SH,华鑫股份,非银金融
600622.SH,光大嘉宝,房地产
600623.SH,华谊集团,基础化工
600624.SH,ST复华,医药生物
600626.SH,申达股份,汽车
600628.SH,新世界,商贸零售
600629.SH,华建集团,建筑装饰
600630.SH,龙头股份,纺织服饰
600633.SH,浙数文化,传媒
600635.SH,大众公用,公用事业
600636.SH,退市国化(退市),社会服务
600637.SH,东方明珠,传媒
600638.SH,新黄浦,房地产
600639.SH,浦东金桥,房地产
600640.SH,国脉文化,传媒
600641.SH,先导基电,电子
600642.SH,申能股份,公用事业
600643.SH,爱建集团,非银金融
600644.SH,乐山电力,公用事业
600645.SH,中源协和,医药生物
600648.SH,外高桥,房地产
600649.SH,城投控股,房地产
600650.SH,锦江在线,交通运输
600651.SH,飞乐音响,汽车
600653.SH,申华控股,汽车
600654.SH,中安科,计算机
600655.SH,豫园股份,商贸零售
600657.SH,信达地产,房地产
600658.SH,电子城,房地产
600660.SH,福耀玻璃,汽车
600661.SH,昂立教育,社会服务
600662.SH,外服控股,社会服务
600663.SH,陆家嘴,房地产
600664.SH,哈药股份,医药生物
600665.SH,天地源,房地产
600666.SH,奥瑞德,计算机
600667.SH,太极实业,建筑装饰
600668.SH,尖峰集团,建筑材料
600671.SH,天目药业,医药生物
600673.SH,东阳光,综合
600674.SH,川投能源,公用事业
600675.SH,中华企业,房地产
600676.SH,久事动娱,汽车
600678.SH,ST金顶,建筑材料
600679.SH,上海凤凰,汽车
600681.SH,百川能源,公用事业
600682.SH,南京新百,综合
600683.SH,京投发展,房地产
600684.SH,珠江股份,房地产
600685.SH,中船防务,国防军工
600686.SH,金龙汽车,汽车
600688.SH,上海石化,石油石化
600689.SH,上海三毛,综合
600690.SH,海尔智家,家用电器
600691.SH,潞化科技,基础化工
600692.SH,亚通股份,房地产
600693.SH,东百集团,商贸零售
600694.SH,大商股份,商贸零售
600696.SH,退市岩石(退市),食品饮料
600697.SH,欧亚集团,商贸零售
600698.SH,湖南天雁,汽车
600699.SH,均胜电子,汽车
600702.SH,舍得酒业,食品饮料
600703.SH,三安光电,电子
600704.SH,物产中大,交通运输
600706.SH,曲江文旅,社会服务
600707.SH,彩虹股份,电子
600708.SH,光明地产,房地产
600710.SH,苏美达,商贸零售
600711.SH,盛屯矿业,有色金属
600712.SH,南宁百货,商贸零售
600713.SH,南京医药,医药生物
600714.SH,金瑞矿业,基础化工
600715.SH,文投控股,传媒
600716.SH,凤凰股份,房地产
600717.SH,天津港,交通运输
600718.SH,东软集团,计算机
600719.SH,大连热电,公用事业
600720.SH,中交设计,建筑装饰
600721.SH,百花医药,医药生物
600722.SH,金牛化工,基础化工
600724.SH,宁波富达,房地产
600725.SH,云维股份,煤炭
600726.SH,华电能源,公用事业
600727.SH,鲁北化工,基础化工
600728.SH,佳都科技,计算机
600729.SH,重百集团,商贸零售
600730.SH,*ST高科,社会服务
600731.SH,湖南海利,基础化工
600732.SH,爱旭股份,电力设备
600733.SH,北汽蓝谷,汽车
600734.SH,*ST实达,通信
600735.SH,ST新华锦,纺织服饰
600736.SH,苏州高新,房地产
600737.SH,中粮糖业,农林牧渔
600738.SH,丽尚国潮,商贸零售
600739.SH,辽宁成大,医药生物
600740.SH,山西焦化,煤炭
600741.SH,华域汽车,汽车
600742.SH,富维股份,汽车
600743.SH,华远控股,房地产
600744.SH,华银电力,公用事业
600745.SH,*ST闻泰,电子
600746.SH,江苏索普,基础化工
600748.SH,上实发展,房地产
600749.SH,西藏旅游,社会服务
600750.SH,华润江中,医药生物
600751.SH,海航科技,交通运输
600753.SH,ST海钦,交通运输
600754.SH,锦江酒店,社会服务
600755.SH,厦门国贸,交通运输
600756.SH,浪潮软件,计算机
600757.SH,长江传媒,传媒
600758.SH,辽宁能源,煤炭
600759.SH,ST洲际,石油石化
600760.SH,中航沈飞,国防军工
600761.SH,安徽合力,机械设备
600763.SH,通策医疗,医药生物
600764.SH,中国海防,国防军工
600765.SH,中航重机,国防军工
600768.SH,富邦新材,有色金属
600769.SH,祥龙电业,环保
600770.SH,综艺股份,综合
600771.SH,广誉远,医药生物
600773.SH,西藏城投,房地产
600774.SH,汉商集团,医药生物
600775.SH,南京熊猫,通信
600776.SH,东方通信,通信
600777.SH,新潮能源,石油石化
600778.SH,友好集团,商贸零售
600779.SH,水井坊,食品饮料
600780.SH,通宝能源,公用事业
600782.SH,新钢股份,钢铁
600783.SH,鲁信创投,机械设备
600784.SH,鲁银投资,基础化工
600785.SH,新华百货,商贸零售
600787.SH,中储股份,交通运输
600789.SH,鲁抗医药,医药生物
600790.SH,轻纺城,商贸零售
600791.SH,京能置业,房地产
600792.SH,云煤能源,煤炭
600793.SH,宜宾纸业,轻工制造
600794.SH,保税科技,交通运输
600795.SH,国电电力,公用事业
600796.SH,钱江生化,环保
600797.SH,浙大网新,计算机
600798.SH,宁波海运,交通运输
600800.SH,渤海化学,石油石化
600801.SH,华新建材,建筑材料
600802.SH,福建水泥,建筑材料
600803.SH,新奥股份,公用事业
600805.SH,悦达投资,综合
600807.SH,济高发展,综合
600808.SH,马钢股份,钢铁
600809.SH,山西汾酒,食品饮料
600810.SH,神马股份,基础化工
600812.SH,华北制药,医药生物
600814.SH,杭州解百,商贸零售
600815.SH,厦工股份,机械设备
600816.SH,建元信托,非银金融
600817.SH,宇通重工,环保
600818.SH,ST中路,汽车
600819.SH,耀皮玻璃,建筑材料
600820.SH,隧道股份,建筑装饰
600821.SH,金开新能,公用事业
600822.SH,上海物贸,汽车
600824.SH,益民集团,商贸零售
600825.SH,新华传媒,传媒
600826.SH,兰生股份,社会服务
600827.SH,百联股份,商贸零售
600828.SH,茂业商业,商贸零售
600829.SH,人民同泰,医药生物
600830.SH,香溢融通,非银金融
600831.SH,广电网络,传媒
600833.SH,第一医药,医药生物
600834.SH,申通地铁,交通运输
600835.SH,上海机电,机械设备
600838.SH,上海九百,商贸零售
600839.SH,四川长虹,家用电器
600841.SH,动力新科,汽车
600843.SH,上工申贝,机械设备
600844.SH,金煤科技,基础化工
600845.SH,宝信软件,计算机
600846.SH,同济科技,建筑装饰
600847.SH,万里股份,电力设备
600848.SH,上海临港,房地产
600850.SH,电科数字,计算机
600851.SH,海欣股份,医药生物
600853.SH,龙建股份,建筑装饰
600854.SH,春兰股份,家用电器
600855.SH,航天长峰,国防军工
600857.SH,宁波中百,商贸零售
600858.SH,银座股份,商贸零售
600859.SH,王府井,商贸零售
600860.SH,京城股份,机械设备
600861.SH,北京人力,社会服务
600862.SH,中航高科,国防军工
600863.SH,华能蒙电,公用事业
600864.SH,哈投股份,非银金融
600865.SH,百大集团,商贸零售
600866.SH,星湖科技,基础化工
600867.SH,通化东宝,医药生物
600868.SH,梅雁吉祥,公用事业
600869.SH,远东股份,电力设备
600871.SH,石化油服,石油石化
600872.SH,中炬高新,食品饮料
600873.SH,梅花生物,基础化工
600874.SH,创业环保,环保
600875.SH,东方电气,电力设备
600876.SH,凯盛新能,建筑材料
600877.SH,电科芯片,电子
600879.SH,航天电子,国防军工
600880.SH,博瑞传播,社会服务
600881.SH,亚泰集团,综合
600882.SH,妙可蓝多,食品饮料
600883.SH,博闻科技,农林牧渔
600884.SH,杉杉股份,电力设备
600885.SH,宏发股份,电力设备
600886.SH,国投电力,公用事业
600887.SH,伊利股份,食品饮料
600888.SH,新疆众和,有色金属
600889.SH,*ST京化,机械设备
600892.SH,大晟文化,传媒
600893.SH,航发动力,国防军工
600894.SH,广日股份,机械设备
600895.SH,张江高科,房地产
600897.SH,厦门空港,交通运输
600900.SH,长江电力,公用事业
600901.SH,江苏金租,非银金融
600903.SH,贵州燃气,公用事业
600905.SH,三峡能源,公用事业
600906.SH,财达证券,非银金融
600908.SH,无锡银行,银行
600909.SH,华安证券,非银金融
600916.SH,中国黄金,纺织服饰
600917.SH,重庆燃气,公用事业
600918.SH,中泰证券,非银金融
600919.SH,江苏银行,银行
600925.SH,苏能股份,煤炭
600926.SH,杭州银行,银行
600927.SH,永安期货,非银金融
600928.SH,西安银行,银行
600929.SH,雪天盐业,基础化工
600930.SH,华电新能,公用事业
600933.SH,爱柯迪,汽车
600935.SH,华塑股份,基础化工
600936.SH,北投科技,传媒
600938.SH,中国海油,石油石化
600939.SH,重庆建工,建筑装饰
600941.SH,中国移动,通信
600955.SH,维远股份,基础化工
600956.SH,新天绿能,公用事业
600958.SH,东方证券,非银金融
600959.SH,江苏有线,传媒
600960.SH,渤海汽车,汽车
600961.SH,株冶集团,有色金属
600962.SH,国投中鲁,农林牧渔
600963.SH,岳阳林纸,轻工制造
600965.SH,*ST福成,农林牧渔
600966.SH,博汇纸业,轻工制造
600967.SH,内蒙一机,国防军工
600968.SH,海油发展,石油石化
600969.SH,郴电国际,公用事业
600970.SH,中材国际,建筑装饰
600971.SH,恒源煤电,煤炭
600973.SH,宝胜股份,电力设备
600975.SH,新五丰,农林牧渔
600976.SH,健民集团,医药生物
600977.SH,中国电影,传媒
600979.SH,广安爱众,公用事业
600980.SH,北矿科技,机械设备
600981.SH,苏豪汇鸿,商贸零售
600982.SH,宁波能源,公用事业
600983.SH,惠而浦,家用电器
600984.SH,建设机械,机械设备
600985.SH,淮北矿业,煤炭
600986.SH,浙文互联,传媒
600987.SH,航民股份,纺织服饰
600988.SH,赤峰黄金,有色金属
600989.SH,宝丰能源,基础化工
600990.SH,四创电子,国防军工
600992.SH,贵绳股份,机械设备
600993.SH,马应龙,医药生物
600995.SH,南网储能,公用事业
600996.SH,贵广网络,传媒
600997.SH,开滦股份,煤炭
600998.SH,九州通,医药生物
600999.SH,招商证券,非银金融
601000.SH,唐山港,交通运输
601001.SH,晋控煤业,煤炭
601002.SH,晋亿实业,机械设备
601003.SH,柳钢股份,钢铁
601005.SH,重庆钢铁,钢铁
601006.SH,大秦铁路,交通运输
601007.SH,金陵饭店,社会服务
601008.SH,连云港,交通运输
601009.SH,南京银行,银行
601010.SH,ST文峰,商贸零售
601011.SH,宝泰隆,煤炭
601012.SH,隆基绿能,电力设备
601015.SH,陕西黑猫,煤炭
601016.SH,节能风电,公用事业
601018.SH,宁波港,交通运输
601019.SH,山东出版,传媒
601020.SH,华钰矿业,有色金属
601021.SH,春秋航空,交通运输
601022.SH,宁波远洋,交通运输
601026.SH,道生天合,基础化工
601033.SH,永兴股份,环保
601038.SH,一拖股份,机械设备
601058.SH,赛轮轮胎,汽车
601059.SH,信达证券,非银金融
601061.SH,中信金属,商贸零售
601065.SH,江盐集团,基础化工
601066.SH,中信建投,非银金融
601068.SH,中铝国际,建筑装饰
601069.SH,西部黄金,有色金属
601077.SH,渝农商行,银行
601083.SH,锦江航运,交通运输
601086.SH,国芳集团,商贸零售
601088.SH,中国神华,煤炭
601089.SH,福元医药,医药生物
601096.SH,宏盛华源,建筑装饰
601098.SH,中南传媒,传媒
601099.SH,太平洋,非银金融
601100.SH,恒立液压,机械设备
601101.SH,昊华能源,煤炭
601106.SH,中国一重,机械设备
601107.SH,四川成渝,交通运输
601108.SH,财通证券,非银金融
601111.SH,中国国航,交通运输
601112.SH,振石股份,建筑材料
601113.SH,华鼎股份,基础化工
601116.SH,三江购物,商贸零售
601117.SH,中国化学,建筑装饰
601118.SH,海南橡胶,农林牧渔
601121.SH,宝地矿业,钢铁
601123.SH,马矿股份,钢铁
601126.SH,四方股份,电力设备
601127.SH,赛力斯,汽车
601128.SH,常熟银行,银行
601133.SH,柏诚股份,建筑装饰
601136.SH,首创证券,非银金融
601137.SH,博威合金,有色金属
601138.SH,工业富联,电子
601139.SH,深圳燃气,公用事业
601155.SH,新城控股,房地产
601156.SH,东航物流,交通运输
601158.SH,重庆水务,环保
601162.SH,天风证券,非银金融
601163.SH,三角轮胎,汽车
601166.SH,兴业银行,银行
601168.SH,西部矿业,有色金属
601169.SH,北京银行,银行
601177.SH,杭齿前进,机械设备
601179.SH,中国西电,电力设备
601186.SH,中国铁建,建筑装饰
601187.SH,厦门银行,银行
601188.SH,龙江交通,交通运输
601198.SH,东兴证券,非银金融
601199.SH,江南水务,环保
601200.SH,上海环境,环保
601208.SH,东材科技,基础化工
601211.SH,国泰海通,非银金融
601212.SH,白银有色,有色金属
601216.SH,君正集团,基础化工
601218.SH,吉鑫科技,电力设备
601222.SH,林洋能源,电力设备
601225.SH,陕西煤业,煤炭
601226.SH,华电科工,建筑装饰
601228.SH,广州港,交通运输
601229.SH,上海银行,银行
601231.SH,环旭电子,电子
601233.SH,桐昆股份,石油石化
601236.SH,红塔证券,非银金融
601238.SH,广汽集团,汽车
601279.SH,英利汽车,汽车
601288.SH,农业银行,银行
601298.SH,青岛港,交通运输
601311.SH,骆驼股份,电力设备
601318.SH,中国平安,非银金融
601319.SH,中国人保,非银金融
601326.SH,秦港股份,交通运输
601328.SH,交通银行,银行
601330.SH,绿色动力,环保
601333.SH,广深铁路,交通运输
601336.SH,新华保险,非银金融
601339.SH,百隆东方,纺织服饰
601360.SH,三六零,计算机
601366.SH,利群股份,商贸零售
601368.SH,绿城水务,环保
601369.SH,陕鼓动力,机械设备
601375.SH,中原证券,非银金融
601377.SH,兴业证券,非银金融
601388.SH,怡球资源,有色金属
601390.SH,中国中铁,建筑装饰
601398.SH,工商银行,银行
601399.SH,国机重装,机械设备
601456.SH,国联民生,非银金融
601500.SH,通用股份,汽车
601512.SH,中新集团,房地产
601515.SH,衢州东峰,轻工制造
601518.SH,吉林高速,交通运输
601519.SH,大智慧,计算机
601528.SH,瑞丰银行,银行
601555.SH,东吴证券,非银金融
601566.SH,九牧王,纺织服饰
601567.SH,三星电气,电力设备
601568.SH,北元化工,基础化工
601577.SH,长沙银行,银行
601579.SH,会稽山,食品饮料
601588.SH,北辰实业,房地产
601595.SH,上海电影,传媒
601598.SH,中国外运,交通运输
601599.SH,浙文影业,纺织服饰
601600.SH,中国铝业,有色金属
601601.SH,中国太保,非银金融
601606.SH,长城军工,国防军工
601607.SH,上海医药,医药生物
601608.SH,中信重工,机械设备
601609.SH,金田股份,有色金属
601611.SH,中国核建,建筑装饰
601615.SH,明阳智能,电力设备
601616.SH,广电电气,电力设备
601618.SH,中国中冶,建筑装饰
601619.SH,嘉泽新能,公用事业
601628.SH,中国人寿,非银金融
601633.SH,长城汽车,汽车
601636.SH,旗滨集团,建筑材料
601658.SH,邮储银行,银行
601665.SH,齐鲁银行,银行
601666.SH,平煤股份,煤炭
601668.SH,中国建筑,建筑装饰
601669.SH,中国电建,建筑装饰
601677.SH,明泰铝业,有色金属
601678.SH,滨化股份,基础化工
601686.SH,友发集团,钢铁
601688.SH,华泰证券,非银金融
601689.SH,拓普集团,汽车
601696.SH,中银证券,非银金融
601698.SH,中国卫通,国防军工
601699.SH,潞安环能,煤炭
601700.SH,风范股份,电力设备
601702.SH,华峰铝业,有色金属
601717.SH,中创智领,机械设备
601718.SH,ST际华,纺织服饰
601727.SH,上海电气,电力设备
601728.SH,中国电信,通信
601766.SH,中国中车,机械设备
601777.SH,千里科技,汽车
601778.SH,晶科科技,公用事业
601788.SH,光大证券,非银金融
601789.SH,宁波建工,建筑装饰
601798.SH,蓝科高新,机械设备
601799.SH,星宇股份,汽车
601800.SH,中国交建,建筑装饰
601801.SH,皖新传媒,传媒
601808.SH,中海油服,石油石化
601811.SH,新华文轩,传媒
601816.SH,京沪高铁,交通运输
601818.SH,光大银行,银行
601825.SH,沪农商行,银行
601827.SH,三峰环境,环保
601828.SH,美凯龙,商贸零售
601838.SH,成都银行,银行
601857.SH,中国石油,石油石化
601858.SH,中国科传,传媒
601860.SH,紫金银行,银行
601865.SH,福莱特,电力设备
601866.SH,中远海发,交通运输
601868.SH,中国能建,建筑装饰
601869.SH,长飞光纤,通信
601872.SH,招商轮船,交通运输
601877.SH,正泰电器,电力设备
601878.SH,浙商证券,非银金融
601880.SH,辽港股份,交通运输
601881.SH,中国银河,非银金融
601882.SH,海天精工,机械设备
601886.SH,江河集团,建筑装饰
601888.SH,中国中免,商贸零售
601890.SH,亚星锚链,国防军工
601898.SH,中煤能源,煤炭
601899.SH,紫金矿业,有色金属
601900.SH,南方传媒,传媒
601901.SH,方正证券,非银金融
601908.SH,京运通,公用事业
601916.SH,浙商银行,银行
601918.SH,新集能源,煤炭
601919.SH,中远海控,交通运输
601921.SH,浙版传媒,传媒
601928.SH,凤凰传媒,传媒
601929.SH,吉视传媒,传媒
601933.SH,永辉超市,商贸零售
601939.SH,建设银行,银行
601949.SH,中国出版,传媒
601952.SH,苏垦农发,农林牧渔
601956.SH,东贝集团,家用电器
601958.SH,金钼股份,有色金属
601963.SH,重庆银行,银行
601965.SH,中国汽研,汽车
601966.SH,玲珑轮胎,汽车
601968.SH,宝钢包装,轻工制造
601969.SH,海南矿业,钢铁
601975.SH,招商南油,交通运输
601985.SH,中国核电,公用事业
601988.SH,中国银行,银行
601990.SH,南京证券,非银金融
601991.SH,大唐发电,公用事业
601992.SH,金隅集团,建筑材料
601995.SH,中金公司,非银金融
601996.SH,丰林集团,轻工制造
601997.SH,贵阳银行,银行
601998.SH,中信银行,银行
601999.SH,出版传媒,传媒
603000.SH,人民网,传媒
603001.SH,奥康国际,纺织服饰
603002.SH,宏昌电子,电子
603004.SH,鼎龙科技,基础化工
603005.SH,晶方科技,电子
603006.SH,联明股份,汽车
603007.SH,顺景科技,汽车
603008.SH,ST喜临门,轻工制造
603009.SH,北特科技,汽车
603010.SH,万盛股份,基础化工
603011.SH,合锻智能,机械设备
603012.SH,创力集团,机械设备
603013.SH,亚普股份,汽车
603014.SH,威高血净,医药生物
603015.SH,弘讯科技,机械设备
603016.SH,新宏泰,电力设备
603017.SH,中衡设计,建筑装饰
603018.SH,华设集团,建筑装饰
603019.SH,中科曙光,计算机
603020.SH,爱普股份,基础化工
603021.SH,*ST华鹏,轻工制造
603022.SH,新通联,轻工制造
603023.SH,威帝股份,汽车
603025.SH,大豪科技,机械设备
603026.SH,石大胜华,电力设备
603027.SH,千禾味业,食品饮料
603028.SH,赛福天,机械设备
603029.SH,天鹅股份,机械设备
603030.SH,全筑股份,建筑装饰
603031.SH,安孚科技,电力设备
603032.SH,德新科技,电力设备
603033.SH,三维股份,基础化工
603035.SH,常熟汽饰,汽车
603036.SH,如通股份,机械设备
603037.SH,凯众股份,汽车
603038.SH,华立股份,建筑材料
603039.SH,泛微网络,计算机
603040.SH,新坐标,汽车
603041.SH,美思德,基础化工
603042.SH,华脉科技,通信
603043.SH,广州酒家,食品饮料
603045.SH,福达合金,有色金属
603048.SH,浙江黎明,汽车
603049.SH,中策橡胶,汽车
603050.SH,科林电气,电力设备
603051.SH,鹿山新材,基础化工
603052.SH,可川科技,电子
603053.SH,成都燃气,公用事业
603055.SH,台华新材,纺织服饰
603056.SH,德邦股份(退市),交通运输
603057.SH,紫燕食品,食品饮料
603058.SH,永吉股份,轻工制造
603059.SH,倍加洁,美容护理
603060.SH,国检集团,社会服务
603061.SH,金海通,电子
603062.SH,麦加芯彩,基础化工
603063.SH,禾望电气,电力设备
603065.SH,宿迁联盛,基础化工
603066.SH,音飞储存,交通运输
603067.SH,振华股份,基础化工
603068.SH,博通集成,电子
603069.SH,海汽集团,交通运输
603070.SH,万控智造,电力设备
603071.SH,物产环能,公用事业
603072.SH,天和磁材,有色金属
603073.SH,彩蝶实业,基础化工
603075.SH,热威股份,家用电器
603076.SH,乐惠国际,机械设备
603077.SH,和邦生物,基础化工
603078.SH,江化微,电子
603079.SH,圣达生物,基础化工
603080.SH,新疆火炬,公用事业
603081.SH,大丰实业,机械设备
603082.SH,北自科技,机械设备
603083.SH,剑桥科技,通信
603085.SH,天成自控,汽车
603086.SH,先达股份,基础化工
603087.SH,甘李药业,医药生物
603088.SH,宁波精达,机械设备
603089.SH,正裕工业,汽车
603090.SH,宏盛股份,机械设备
603091.SH,众鑫股份,轻工制造
603092.SH,德力佳,电力设备
603093.SH,南华期货,非银金融
603095.SH,越剑智能,机械设备
603096.SH,新经典,传媒
603097.SH,江苏华辰,电力设备
603098.SH,森特股份,建筑装饰
603099.SH,长白山,社会服务
603100.SH,川仪股份,机械设备
603101.SH,汇嘉时代,商贸零售
603102.SH,百合股份,食品饮料
603103.SH,横店影视,传媒
603105.SH,芯能科技,公用事业
603106.SH,恒银科技,计算机
603107.SH,上海汽配,汽车
603108.SH,润达医疗,医药生物
603109.SH,神驰机电,汽车
603110.SH,东方材料,基础化工
603111.SH,康尼机电,机械设备
603112.SH,华翔股份,家用电器
603113.SH,金能科技,基础化工
603115.SH,海星股份,电子
603116.SH,红蜻蜓,纺织服饰
603117.SH,万林物流,交通运输
603118.SH,共进股份,通信
603119.SH,浙江荣泰,汽车
603120.SH,肯特催化,基础化工
603121.SH,华培动力,汽车
603122.SH,合富中国,医药生物
603123.SH,翠微股份,商贸零售
603124.SH,江南新材,有色金属
603125.SH,常青科技,基础化工
