vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,SmartStockSelection,所有属于申万医药生物行业的A股，返回证券代码和证券简称,1,智能选股,,,"智能选股工具共筛选出 560 个符合条件标的，以下列出前 500 条
|证券代码|证券简称|证券编码|涨跌幅（%）<[交易日期]:2026-09-11><[复权方式]:不复权>|所属申万行业名称<[等级]:一级>|
|002016.SZ|世荣兆业|002016|-2.97|房地产|
|300318.SZ|博晖创新|300318|-2.97|医药生物|
|300725.SZ|药石科技|300725|-3.02|医药生物|
|000623.SZ|吉林敖东|000623|-3.02|医药生物|
|688356.SH|键凯科技|688356|-3.03|医药生物|
|300601.SZ|康泰生物|300601|-3.05|医药生物|
|300759.SZ|康龙化成|300759|-3.06|医药生物|
|603520.SH|司太立|603520|-3.06|医药生物|
|688553.SH|汇宇制药|688553|-3.06|医药生物|
|300396.SZ|ST迪瑞|300396|-3.07|医药生物|
|301015.SZ|百洋医药|301015|-3.07|医药生物|
|301033.SZ|迈普医学|301033|-3.08|医药生物|
|600829.SH|人民同泰|600829|-3.08|医药生物|
|603658.SH|安图生物|603658|-3.08|医药生物|
|600272.SH|开开实业|600272|-3.08|医药生物|
|688068.SH|热景生物|688068|-3.08|医药生物|
|300267.SZ|尔康制药|300267|-3.11|医药生物|
|688067.SH|爱威科技|688067|-3.12|医药生物|
|002294.SZ|信立泰|002294|-3.12|医药生物|
|301239.SZ|普瑞眼科|301239|-3.13|医药生物|
|688578.SH|艾力斯|688578|-3.13|医药生物|
|688658.SH|悦康药业|688658|-3.14|医药生物|
|688177.SH|百奥泰|688177|-3.16|医药生物|
|301122.SZ|采纳股份|301122|-3.16|医药生物|
|002589.SZ|瑞康医药|002589|-3.17|医药生物|
|301075.SZ|多瑞医药|301075|-3.19|医药生物|
|300246.SZ|宝莱特|300246|-3.2|医药生物|
|301515.SZ|港通医疗|301515|-3.21|医药生物|
|688670.SH|金迪克|688670|-3.21|医药生物|
|603669.SH|灵康药业|603669|-3.21|医药生物|
|600789.SH|鲁抗医药|600789|-3.21|医药生物|
|600739.SH|辽宁成大|600739|-3.25|医药生物|
|002020.SZ|京新药业|002020|-3.25|医药生物|
|300158.SZ|振东制药|300158|-3.25|医药生物|
|002826.SZ|易明医药|002826|-3.28|医药生物|
|000990.SZ|诚志股份|000990|-3.29|基础化工|
|688238.SH|和元生物|688238|-3.29|医药生物|
|688217.SH|睿昂基因|688217|-3.3|医药生物|
|300119.SZ|瑞普生物|300119|-3.31|农林牧渔|
|002773.SZ|康弘药业|002773|-3.31|医药生物|
|301584.SZ|建发致新|301584|-3.32|医药生物|
|688321.SH|微芯生物|688321|-3.35|医药生物|
|301509.SZ|金凯生科|301509|-3.37|医药生物|
|688428.SH|诺诚健华|688428|-3.38|医药生物|
|002626.SZ|金达威|002626|-3.39|食品饮料|
|300401.SZ|花园生物|300401|-3.41|医药生物|
|688336.SH|三生国健|688336|-3.42|医药生物|
|688302.SH|海创药业|688302|-3.42|医药生物|
|002317.SZ|众生药业|002317|-3.43|医药生物|
|300753.SZ|爱朋医疗|300753|-3.43|医药生物|
|301393.SZ|昊帆生物|301393|-3.44|医药生物|
|688755.SH|汉邦科技|688755|-3.46|医药生物|
|002399.SZ|海普瑞|002399|-3.46|医药生物|
|603301.SH|振德医疗|603301|-3.46|医药生物|
|300633.SZ|开立医疗|300633|-3.46|医药生物|
|605266.SH|健之佳|605266|-3.5|医药生物|
|603392.SH|万泰生物|603392|-3.52|医药生物|
|300171.SZ|东富龙|300171|-3.53|医药生物|
|300254.SZ|仟源医药|300254|-3.54|医药生物|
|000545.SZ|金浦钛业|000545|-3.54|基础化工|
|301080.SZ|百普赛斯|301080|-3.55|医药生物|
|301047.SZ|义翘神州|301047|-3.6|医药生物|
|300086.SZ|康芝药业|300086|-3.65|医药生物|
|688273.SH|麦澜德|688273|-3.65|医药生物|
|002821.SZ|凯莱英|002821|-3.66|医药生物|
|000534.SZ|万泽股份|000534|-3.69|医药生物|
|688091.SH|上海谊众|688091|-3.71|医药生物|
|301230.SZ|泓博医药|301230|-3.71|医药生物|
|002370.SZ|亚太药业|002370|-3.72|医药生物|
|002907.SZ|华森制药|002907|-3.76|医药生物|
|301258.SZ|富士莱|301258|-3.78|医药生物|
|688185.SH|康希诺|688185|-3.8|医药生物|
|688163.SH|赛伦生物|688163|-3.8|医药生物|
|688247.SH|宣泰医药|688247|-3.82|医药生物|
|688131.SH|皓元医药|688131|-3.84|医药生物|
|600866.SH|星湖科技|600866|-3.85|基础化工|
|300683.SZ|海特生物|300683|-3.89|医药生物|
|301235.SZ|华康洁净|301235|-3.91|医药生物|
|000750.SZ|国海证券|000750|-3.92|非银金融|
|603538.SH|美诺华|603538|-3.93|医药生物|
|688351.SH|微电生理|688351|-3.93|医药生物|
|301301.SZ|川宁生物|301301|-3.99|医药生物|
|301188.SZ|力诺药包|301188|-3.99|医药生物|
|688373.SH|盟科药业|688373|-4.0|医药生物|
|600490.SH|鹏欣资源|600490|-4.02|有色金属|
|688513.SH|苑东生物|688513|-4.04|医药生物|
|688315.SH|诺禾致源|688315|-4.04|医药生物|
|301367.SZ|瑞迈特|301367|-4.06|医药生物|
|688013.SH|天臣医疗|688013|-4.08|医药生物|
|688488.SH|艾迪药业|688488|-4.14|医药生物|
|002940.SZ|昂利康|002940|-4.15|医药生物|
|688759.SH|必贝特|688759|-4.16|医药生物|
|002004.SZ|华邦健康|002004|-4.17|医药生物|
|000953.SZ|中哲精化|000953|-4.18|医药生物|
|600222.SH|太龙药业|600222|-4.2|医药生物|
